Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah),Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat
06/02/2024,33460,38040,13240,14600,38350,38110,28420,153790,17730,14790,17580,24550,10630,73.37,0.71%,2.007,-3.23%,119,0.00%,"3,863.00",1.07%,23.56,0.13%,595,0.80%
07/02/2024,33930,38300,13250,14620,37510,44000,28780,153150,17760,15010,17230,24590,10670,73.91,0.74%,1.98,-1.35%,120.5,1.26%,"3,930.00",1.73%,23.88,1.36%,602,1.18%
08/02/2024,34180,38940,13250,14570,38100,40990,28780,153150,17760,14780,17290,24530,10620,76.19,3.08%,1.948,-1.62%,120.6,0.08%,"3,917.00",-0.33%,23.98,0.42%,588.5,-2.24%
09/02/2024,34130,36630,13010,14410,39730,44000,29240,153560,17830,15000,18090,24720,10620,76.77,0.76%,1.885,-3.23%,120.6,0.00%,"3,920.00",0.08%,24.02,0.17%,596.75,1.40%
10/02/2024,34090,38140,13250,14550,40560,44000,28720,151680,17840,14940,17180,24450,10750,,,,,,,,,,,,
11/02/2024,33700,38750,13200,14520,41290,40000,28940,152950,17680,14660,17220,24350,10600,,,,,,,,,,,,
12/02/2024,34190,37780,13190,14500,43040,45210,29360,153420,17840,14910,17440,24510,10620,76.82,0.07%,1.8,-4.51%,120,-0.50%,,,23.56,-1.92%,597.5,0.13%
13/02/2024,34120,38520,13220,14490,45000,42430,30010,153420,17880,14890,17770,24490,10660,77.56,0.96%,1.742,-3.22%,120.5,0.42%,"3,930.00",0.26%,23.3,-1.10%,597.5,0.00%
14/02/2024,33450,38020,13230,14600,45750,45000,30380,153590,17840,14980,17700,24450,10950,76.36,-1.55%,1.665,-4.42%,119.75,-0.62%,"3,995.00",1.65%,23.37,0.30%,585.5,-2.01%
15/02/2024,33880,38030,13080,14500,48700,45000,30600,153420,17800,14900,17560,24560,10650,77.59,1.61%,1.647,-1.08%,119.25,-0.42%,"3,995.00",0.00%,22.82,-2.35%,567,-3.16%
16/02/2024,33990,37970,13110,14490,51320,45000,29450,153560,17770,14810,17390,24490,10690,78.46,1.12%,1.68,2.00%,119.25,0.00%,"3,910.00",-2.13%,23.08,1.14%,560.5,-1.15%
17/02/2024,34250,38080,13320,14600,52090,44000,29850,153750,17760,15090,17600,24630,10680,,,,,,,,,,,,
18/02/2024,34870,38560,13230,14630,57880,44000,28890,153020,17770,14890,17430,24560,10670,,,1.551,-7.68%,,,,,,,,
19/02/2024,34550,38050,13250,14580,56370,46900,30030,153420,17820,14870,17500,24950,10610,78.11,-0.45%,1.558,0.45%,119.6,0.29%,"3,963.00",1.36%,,,,
20/02/2024,34390,38740,13220,14610,58200,49190,29890,153020,17850,14860,17740,24750,10660,77.04,-1.37%,1.646,5.65%,119.6,0.00%,"3,978.00",0.38%,22.75,-1.43%,582.75,3.97%
21/02/2024,35430,39190,13220,14640,59570,52440,30850,153420,17880,14820,17700,24930,10620,77.31,0.35%,1.863,13.18%,119.4,-0.17%,"3,971.00",-0.18%,22.77,0.09%,583.25,0.09%
22/02/2024,35910,39420,13170,14870,62370,50000,31030,152630,17880,15060,17790,25170,10690,77.93,0.80%,1.832,-1.66%,119.4,0.00%,"3,954.00",-0.43%,22.83,0.26%,583.25,0.00%
23/02/2024,35830,39190,13230,14640,66750,57450,31720,152630,17920,14950,17590,25230,10720,76.08,-2.37%,1.699,-7.26%,119.4,0.00%,"3,969.00",0.38%,22.62,-0.92%,573.5,-1.67%
24/02/2024,35910,39430,13280,14720,68610,65000,31600,153560,17950,15000,17640,25440,10710,,,,,,,,,,,,
25/02/2024,36830,39640,13220,14680,70540,67450,31840,153690,17940,15030,17690,26300,10720,,,,,,,,,,,,
26/02/2024,36070,39030,13200,14630,70350,67450,32550,153590,17950,14890,17810,25900,10710,77.09,1.33%,1.744,2.65%,127.75,6.99%,"3,987.00",0.45%,23.15,2.34%,577.25,0.65%
27/02/2024,36420,38690,13190,14650,72240,70000,32510,153450,17990,14990,17990,26280,10760,78.23,1.48%,1.808,3.67%,129.2,1.14%,"4,021.00",0.85%,23.84,2.98%,586,1.52%
28/02/2024,36830,38820,13190,14680,69990,60000,32940,153840,17990,14970,18100,26440,10720,77.83,-0.51%,2.052,13.50%,129.5,0.23%,"3,983.00",-0.95%,24.01,0.71%,571,-2.56%
29/02/2024,36390,39230,13240,14620,69530,60000,32770,153840,18060,14910,18220,26810,10680,77.45,-0.49%,2.008,-2.14%,131,1.16%,"4,025.00",1.05%,22.58,-5.96%,577.5,1.14%
01/03/2024,36250,38730,13340,14600,68980,54770,32810,153840,18030,14910,18090,26810,10990,79.09,2.12%,1.975,-1.64%,132,0.76%,"4,024.00",-0.02%,21.09,-6.60%,560,-3.03%
02/03/2024,36740,39080,13310,14550,67240,59440,32810,153840,18080,14920,18090,27020,10810,,,,,,,,,,,,
03/03/2024,36670,38960,13330,14570,65680,53130,33040,153560,18080,14910,18150,26900,10750,,,,,,,,,,,,
04/03/2024,36400,39400,13310,14580,61250,47430,32390,153450,18040,14880,18020,27300,10820,78.17,-1.16%,2.073,4.96%,136,3.03%,"4,017.00",-0.17%,20.6,-2.32%,563.5,0.63%
05/03/2024,37020,40010,13270,14600,61560,50000,32650,153590,18000,14950,18130,27230,10850,77.41,-0.97%,2.095,1.06%,137.45,1.07%,"4,049.00",0.80%,20.87,1.31%,545.75,-3.15%
06/03/2024,36890,39270,13460,14690,60880,50000,33310,154130,18160,14990,18010,27260,10760,78.41,1.29%,2.072,-1.10%,136.75,-0.51%,"4,142.00",2.30%,21.45,2.78%,521.25,-4.49%
07/03/2024,36660,39250,13310,14670,58970,50000,33810,157550,18150,14990,17880,27950,10810,78.32,-0.11%,1.952,-5.79%,135.5,-0.91%,"4,145.00",0.07%,21.28,-0.79%,520.75,-0.10%
08/03/2024,37160,39100,13350,14660,62230,,33530,158510,18080,15030,18060,27590,10940,77.5,-1.05%,1.923,-1.49%,134.4,-0.81%,"4,181.00",0.87%,21.15,-0.61%,526.75,1.15%
09/03/2024,37170,39170,13360,14670,65640,50000,34640,163480,18210,14900,18140,27630,10810,,,,,,,,,,,,
10/03/2024,38590,40120,13330,14610,69720,50000,34440,173490,18210,14980,18170,27800,10840,,,,,,,,,,,,
11/03/2024,38520,40240,13360,14710,69660,55000,35550,176340,17980,15060,18370,27880,10940,77.53,0.04%,1.862,-3.17%,133,-1.04%,"4,208.00",0.65%,21.95,3.78%,537.5,2.04%
12/03/2024,37930,39960,13340,14660,68620,,32970,156590,18180,15060,18190,27710,10800,77.25,-0.36%,1.823,-2.09%,130.65,-1.77%,"4,200.00",-0.19%,21.89,-0.27%,535.5,-0.37%
13/03/2024,38030,39800,13300,14640,68860,50000,33240,155830,18110,15150,18220,27840,10830,79.3,2.65%,1.784,-2.14%,131.1,0.34%,"4,245.00",1.07%,21.93,0.18%,532.25,-0.61%
14/03/2024,37590,39860,13300,14650,68480,,33090,155180,18030,15040,18280,27610,10790,80.74,1.82%,1.862,4.37%,131.5,0.31%,"4,330.00",2.00%,21.77,-0.73%,519.5,-2.40%
15/03/2024,37630,39820,13260,14630,67680,70000,32360,154140,18070,15100,18220,27650,10990,80.58,-0.20%,1.789,-3.92%,131,-0.38%,"4,327.00",-0.07%,22.12,1.61%,528.5,1.73%
16/03/2024,37640,40380,13290,14700,66690,,32240,154590,18380,15080,18120,27650,11090,,,,,,,,,,,,
17/03/2024,36830,40160,13290,14650,63410,,32210,154390,18070,15110,18190,27540,11040,,,,,,,,,,,,
18/03/2024,37420,39850,13290,14660,56690,65000,32900,153960,18110,15280,18320,27320,11040,82.16,1.96%,1.833,2.46%,129.75,-0.95%,"4,326.00",-0.02%,22.16,0.18%,542.75,2.70%
19/03/2024,36350,39470,13290,14650,51610,,32330,153790,18070,15250,18350,27120,11010,82.73,0.69%,1.876,2.35%,129.4,-0.27%,"4,297.00",-0.67%,21.64,-2.35%,552.5,1.80%
20/03/2024,36620,39470,13280,14670,47950,,32490,153790,18070,15270,18460,27130,11250,81.27,-1.76%,1.845,-1.65%,128.9,-0.39%,"4,364.00",1.56%,21.77,0.60%,545,-1.36%
21/03/2024,36840,39920,13280,14660,45810,50000,32390,153210,18070,15070,18480,27330,10970,80.64,-0.78%,1.831,-0.76%,128.25,-0.50%,"4,352.00",-0.27%,22.06,1.33%,546.75,0.32%
22/03/2024,36670,40040,13260,14640,44990,52440,31730,152820,18050,15350,18480,27330,11100,80.17,-0.58%,1.812,-1.04%,127.7,-0.43%,"4,307.00",-1.03%,21.85,-0.95%,554.75,1.46%
23/03/2024,37150,40190,13280,14630,42310,45000,31490,153210,18050,15230,18510,27170,10950,,,,,,,,,,,,
24/03/2024,37170,40310,13200,14630,40970,45000,31660,153210,18090,15320,18510,27250,10950,,,,,,,,,,,,
25/03/2024,37030,40440,13210,14610,41550,45000,31590,153350,18130,15280,18650,27330,11020,81.38,1.51%,1.789,-1.27%,128.95,0.98%,"4,352.00",1.04%,21.95,0.46%,555,0.05%
26/03/2024,37490,40310,13170,14590,42100,45000,31850,153210,18170,15360,18540,27320,10950,81.04,-0.42%,1.788,-0.06%,128.9,-0.04%,"4,332.00",-0.46%,22.39,2.00%,543.5,-2.07%
27/03/2024,37440,40210,13240,14500,42430,50000,31730,153210,18120,15370,18590,27160,11130,80.78,-0.32%,1.953,9.23%,129,0.08%,"4,256.00",-1.75%,22.19,-0.89%,547.5,0.74%
28/03/2024,37400,40460,13220,14610,42380,45000,31590,153640,18450,15380,18590,27260,10950,82.42,2.03%,1.997,2.25%,129.1,0.08%,,,22.52,1.49%,560.25,2.33%
29/03/2024,37540,40910,13230,14630,42490,45000,31910,153610,18140,15460,18590,26900,10990,,,,,,,"4,325.00",1.62%,,,561.5,0.22%
30/03/2024,37470,40580,13240,14610,42430,45000,32000,153930,18140,15250,18440,26900,10950,,,,,,,,,,,,
31/03/2024,37440,40480,13300,14600,42530,45000,31260,154620,18190,15320,18660,26930,11030,,,,,,,,,,,,
01/04/2024,39650,40960,13250,14640,44020,45000,31170,154620,18160,15460,18440,26870,10880,82.82,0.49%,2.074,3.86%,132,2.25%,"4,418.00",2.15%,22.72,0.89%,557,-0.80%
02/04/2024,40000,41070,13280,14640,44180,45000,31190,154430,18160,15510,18340,26730,10920,84.22,1.69%,2.105,1.49%,132.25,0.19%,"4,464.00",1.04%,22.32,-1.76%,545.25,-2.11%
03/04/2024,39920,40910,13250,14640,44630,50000,31000,154180,18160,15440,18460,26310,10910,84.61,0.46%,2.067,-1.81%,129.65,-1.97%,"4,579.00",2.58%,22.22,-0.45%,556,1.97%
04/04/2024,41110,41060,13190,14580,46510,50000,31070,154200,18180,15360,18360,26580,11030,85.81,1.42%,1.997,-3.39%,128.2,-1.12%,"4,577.00",-0.04%,22.36,0.63%,556.25,0.04%
05/04/2024,43310,41160,13200,14580,46900,55000,31120,154200,18180,15550,18380,26730,10890,86.1,0.34%,2.01,0.65%,129.1,0.70%,"4,564.00",-0.28%,21.99,-1.65%,567.25,1.98%
06/04/2024,44250,41520,13290,14560,50160,51960,31160,155850,18180,15360,18660,26250,10770,,,,,,,,,,,,
07/04/2024,46160,41930,13250,14530,54510,55000,31920,157940,18170,15380,18560,26420,10740,,,,,,,,,,,,
08/04/2024,48330,41720,13280,14540,58130,55000,32200,171670,18140,15360,18490,26680,10770,85.53,-0.66%,2.051,2.04%,128.2,-0.70%,"4,514.00",-1.10%,21.59,-1.82%,565.75,-0.26%
09/04/2024,47230,41680,13200,14490,60190,60000,32950,170880,18140,15360,18350,26370,10690,84.46,-1.25%,2.064,0.63%,127.75,-0.35%,"4,517.00",0.07%,21.49,-0.46%,557.75,-1.41%
10/04/2024,,,,,,,,,,,,,,85.44,1.16%,2.074,0.48%,128,0.20%,,,21.46,-0.14%,558.5,0.13%
11/04/2024,,,,,,,,,,,,,,84.45,-1.16%,2,-3.57%,128.75,0.59%,,,20.85,-2.84%,551.75,-1.21%
12/04/2024,47420,41130,13180,14520,55650,60000,31080,153840,18140,15300,18820,26440,10530,85.08,0.75%,2.029,1.45%,129.25,0.39%,"4,498.00",-0.42%,20.45,-1.92%,556,0.77%
13/04/2024,46890,42060,13230,14560,54280,60000,31750,154050,18220,15710,18370,26490,10690,,,,,,,,,,,,
14/04/2024,47270,41210,13270,14560,52120,55000,31930,154690,18220,15540,18430,26580,10690,,,,,,,,,,,,
15/04/2024,47050,41510,13250,14600,50310,55000,31440,155050,18240,15610,18290,26470,10700,84.86,-0.26%,1.946,-4.09%,129.75,0.39%,"4,405.00",-2.07%,20.02,-2.10%,551.75,-0.76%
16/04/2024,51350,42200,13250,14510,44070,60000,32070,154970,18290,15400,18630,26320,10770,84.83,-0.04%,1.988,2.16%,129.25,-0.39%,"4,214.00",-4.34%,19.63,-1.95%,549.75,-0.36%
17/04/2024,52850,42370,13260,14540,40730,54770,32820,154320,18290,15580,18520,26280,10920,82.15,-3.16%,1.962,-1.31%,129.6,0.27%,"4,159.00",-1.31%,19.32,-1.58%,537,-2.32%
18/04/2024,55040,41690,13250,14530,39930,60000,32750,154570,18350,15470,18570,26280,10740,82.1,-0.06%,1.986,1.22%,129.6,0.00%,"4,125.00",-0.82%,19.59,1.40%,536.75,-0.05%
19/04/2024,57450,41870,13290,14550,39340,60000,32510,154350,18470,15580,18730,26220,10770,82.22,0.15%,1.988,0.10%,130.6,0.77%,"4,056.00",-1.67%,19.73,0.71%,550.25,2.52%
20/04/2024,58280,41910,13220,14560,40850,49750,32520,155210,18920,15510,18750,26140,10730,,,,,,,,,,,,
21/04/2024,60030,41940,13210,14550,40400,33170,32980,155000,18640,15550,18870,26270,10710,,,,,,,,,,,,
22/04/2024,59630,42220,13200,14520,41210,50000,32420,154570,18630,15540,18650,26260,10930,81.9,-0.39%,2.065,3.87%,129.5,-0.84%,"4,078.00",0.54%,19.8,0.35%,570.25,3.63%
23/04/2024,61030,41690,13200,14520,41080,50000,32380,154570,18630,15580,18620,26300,10840,82.56,0.81%,2.094,1.40%,129.75,0.19%,"4,073.00",-0.12%,19.91,0.56%,585,2.59%
24/04/2024,60640,42380,13280,14530,40720,50000,32600,154540,18570,15750,18730,26530,10910,82.09,-0.57%,1.979,-5.49%,129,-0.58%,"4,040.00",-0.81%,20,0.45%,594.5,1.62%
25/04/2024,60360,42400,13200,14530,40350,50000,32110,154570,18600,15670,18640,26260,10880,82.75,0.80%,1.986,0.35%,129.25,0.19%,"3,958.00",-2.03%,19.48,-2.60%,602.25,1.30%
26/04/2024,60650,42330,13240,14570,41310,50000,32180,154350,18550,15600,18570,26270,10870,83.13,0.46%,1.923,-3.17%,129.75,0.39%,"3,931.00",-0.68%,19.4,-0.41%,603.25,0.17%
27/04/2024,60550,41480,13200,14560,41380,47430,32130,155210,18580,15470,18680,26310,10840,,,,,,,,,,,,
28/04/2024,60200,41700,13170,14580,41750,50000,32350,155630,18610,15570,18630,26320,10920,,,,,,,,,,,,
29/04/2024,59660,41670,13190,14520,43860,49750,31770,154760,18620,15620,18520,26020,10870,82.03,-1.32%,2.373,23.40%,137.4,5.90%,"3,949.00",0.46%,20.2,4.12%,590.25,-2.15%
30/04/2024,58520,41860,13160,14470,46220,50000,32220,153910,18660,15630,18490,26260,10840,81.28,-0.91%,2.319,-2.28%,142.25,3.53%,"3,862.00",-2.20%,19.71,-2.43%,585,-0.89%
01/05/2024,58530,41760,13170,14470,49300,50000,31780,154170,18710,15560,18600,26370,10880,78.44,-3.49%,2.266,-2.29%,147,3.34%,,,19.22,-2.49%,581.5,-0.60%
02/05/2024,58430,41470,13150,14460,49950,50000,31910,153680,18840,15520,18820,26500,10940,78.48,0.05%,2.331,2.87%,147.75,0.51%,"3,895.00",0.85%,19.25,0.16%,586.5,0.86%
03/05/2024,57710,41310,13250,14470,51430,50000,31900,153770,18880,15550,18670,26640,10870,77.76,-0.92%,2.416,3.65%,145.15,-1.76%,"3,890.00",-0.13%,19.28,0.16%,606,3.32%
04/05/2024,58310,41610,13210,14490,51020,60000,32020,154570,18890,15580,18410,26600,10880,,,,,,,,,,,,
05/05/2024,57920,41320,13170,14450,51720,60000,32140,154350,18800,15490,18430,26330,10950,,,,,,,,,,,,
06/05/2024,57520,41260,13290,14490,52090,55000,31700,154350,18850,15630,18590,26510,10910,78.14,0.49%,2.463,1.95%,145.3,0.10%,"3,909.00",0.49%,19.48,1.04%,632.25,4.33%
07/05/2024,57820,41320,13270,14470,52940,55000,31930,153930,18890,15470,18660,26850,11020,78.06,-0.10%,2.471,0.32%,146.4,0.76%,"3,960.00",1.30%,19.95,2.41%,624.75,-1.19%
08/05/2024,57450,41420,13280,14480,52320,55000,32140,154760,18810,15720,18270,26820,10950,78.56,0.64%,2.474,0.12%,145.25,-0.79%,"3,957.00",-0.08%,19.6,-1.75%,616,-1.40%
09/05/2024,57560,41570,13280,14480,52150,55000,31970,154570,18780,15530,18560,26970,10980,78.8,0.31%,2.537,2.55%,144.95,-0.21%,"3,923.00",-0.86%,19.58,-0.10%,619.75,0.61%
10/05/2024,57830,41390,13290,14480,52160,55000,31960,153750,18820,15530,18520,26910,11020,77.84,-1.22%,2.484,-2.09%,144.4,-0.38%,"3,853.00",-1.78%,19.3,-1.43%,645.75,4.20%
11/05/2024,58000,41600,13280,14480,51850,75000,31950,154170,18850,15530,18560,26900,11020,,,,,,,,,,,,
12/05/2024,57150,41450,13280,14480,50900,60000,31840,154140,18850,15530,18590,26770,10980,,,,,,,,,,,,
13/05/2024,56610,41720,13260,14480,51510,54770,32270,154570,18890,15530,18760,26790,11020,78.6,0.98%,2.587,4.15%,142.1,-1.59%,"3,908.00",1.43%,18.63,-3.47%,670.25,3.79%
14/05/2024,55740,41470,13280,14480,52400,50000,31840,154950,19200,15490,18720,26930,10950,77.65,-1.21%,2.559,-1.08%,142.65,0.39%,"3,800.00",-2.76%,18.87,1.29%,657,-1.98%
15/05/2024,54670,41800,13260,14480,51830,50000,31920,153050,18920,15470,18730,26850,10950,78.16,0.66%,2.631,2.81%,143,0.25%,"3,801.00",0.03%,18.65,-1.17%,665.75,1.33%
16/05/2024,54650,41560,13270,14510,52120,,32160,154650,18920,15430,18750,26970,10950,78.74,0.74%,2.687,2.13%,143.5,0.35%,"3,823.00",0.58%,18.33,-1.72%,663.25,-0.38%
17/05/2024,54170,41580,13270,14510,52600,40000,32050,153620,18880,15690,18830,27070,10840,79.58,1.07%,2.789,3.80%,141.5,-1.39%,"3,895.00",1.88%,18.13,-1.09%,651.25,-1.81%
18/05/2024,54980,41460,13330,14580,53830,45000,31940,154210,18880,15380,18680,27180,10880,,,,,,,,,,,,
19/05/2024,54740,41600,13290,14530,53140,45000,32020,154210,18770,15390,18950,27110,10830,,,,,,,,,,,,
20/05/2024,54450,41130,13260,14440,53380,50000,32100,153450,18830,15350,18800,27030,10800,79.3,-0.35%,2.901,4.02%,141,-0.35%,"3,905.00",0.26%,18.68,3.03%,688.75,5.76%
21/05/2024,54400,41160,13290,14510,58350,50000,32260,153590,18750,15380,18890,27120,10870,78.66,-0.81%,2.839,-2.14%,142.05,0.74%,"3,836.00",-1.77%,18.56,-0.64%,697.5,1.27%
22/05/2024,55540,41340,13250,14490,61170,70000,32080,154010,18750,15370,18650,26920,10800,77.15,-1.92%,3.052,7.50%,142.4,0.25%,,,18.23,-1.78%,693,-0.65%
23/05/2024,55540,41300,13270,14480,60790,70000,32090,153840,18760,15300,18640,26950,10840,76.46,-0.89%,2.923,-4.23%,142.75,0.25%,"3,853.00",0.44%,18.26,0.16%,698,0.72%
24/05/2024,55770,41150,13270,14480,60540,70000,32070,153050,18720,15410,18410,26850,10840,77.23,1.01%,2.773,-5.13%,142.8,0.04%,"3,872.00",0.49%,18.41,0.82%,697.25,-0.11%
25/05/2024,55740,41610,13270,14480,59890,70000,32370,153050,18760,15300,18370,26830,10840,,,,,,,,,,,,
26/05/2024,55120,41850,13270,14480,59380,60000,32130,153310,18720,15300,18370,26960,10770,,,2.748,-0.90%,,,,,,,,
27/05/2024,54650,41950,13300,14480,57880,50000,32070,153450,18530,15300,18490,26830,10880,78.65,1.84%,2.78,1.16%,142.8,0.00%,"3,865.00",-0.18%,,,,
28/05/2024,55470,41300,13300,14440,55990,60000,32290,153050,18650,15300,18540,26880,10810,79.35,0.89%,2.825,1.62%,142.4,-0.28%,"3,951.00",2.23%,18.73,1.74%,700.25,0.43%
29/05/2024,55780,40950,13300,14460,55430,60000,32340,153840,18630,15240,18490,26930,10840,78.8,-0.69%,2.666,-5.63%,142.4,0.00%,"4,028.00",1.95%,18.35,-2.03%,692.75,-1.07%
30/05/2024,55160,41230,13300,14460,54690,60000,32350,153840,18530,15180,18640,26890,10840,77.54,-1.60%,2.647,-0.71%,142.4,0.00%,"3,987.00",-1.02%,18.19,-0.87%,681,-1.70%
31/05/2024,53940,41130,13300,14470,52620,50000,32730,153590,18490,15270,18480,26750,10870,76.73,-1.04%,2.662,0.57%,142.4,0.00%,"4,069.00",2.06%,18.3,0.60%,678.5,-0.37%
01/06/2024,53840,41190,13300,14470,52460,40000,32680,153450,18470,15320,18610,26640,10810,,,,,,,,,,,,
02/06/2024,53920,40750,13340,14500,52270,60000,32550,153840,18490,15340,18520,26600,10680,,,,,,,,,,,,
03/06/2024,51920,41410,13200,14450,52860,60000,32290,153590,18560,15000,18500,26480,10770,74.09,-3.44%,2.804,5.33%,140.2,-1.54%,,,18.78,2.62%,672.75,-0.85%
04/06/2024,51000,41300,13240,14470,53310,60000,32250,153450,18540,15070,18580,26530,10840,73.06,-1.39%,2.67,-4.78%,137.95,-1.60%,"3,881.00",-4.62%,18.86,0.43%,658.25,-2.16%
05/06/2024,51390,41200,13250,14470,53510,60000,32180,153840,18540,15070,18580,26380,10770,73.82,1.04%,2.828,5.92%,136,-1.41%,"3,868.00",-0.33%,19.13,1.43%,646.75,-1.75%
06/06/2024,50240,40870,13200,14470,53500,60000,32560,153450,18510,15050,18610,26410,10880,75.24,1.92%,2.892,2.26%,134.35,-1.21%,"3,935.00",1.73%,19.22,0.47%,639.5,-1.12%
07/06/2024,50390,41000,13240,14470,53070,,32330,153050,18510,15070,18570,26330,10880,75.22,-0.03%,2.996,3.60%,131.45,-2.16%,"3,953.00",0.46%,19,-1.14%,627.5,-1.88%
08/06/2024,49680,41000,13240,14470,53900,,31980,153020,18510,15120,18610,26330,10880,,,,,,,,,,,,
09/06/2024,49320,40750,13260,14480,53750,,31830,153420,18450,15050,18640,26260,10920,,,,,,,,,,,,
10/06/2024,49290,41250,13270,14510,55700,,31530,153840,18450,15200,18560,26270,10920,77.33,2.81%,2.977,-0.63%,131.85,0.30%,"3,931.00",-0.56%,18.63,-1.95%,607.5,-3.19%
11/06/2024,48270,41260,13330,14580,56950,,31150,153750,18490,15130,18350,26370,10970,77.55,0.28%,3.193,7.26%,131.25,-0.46%,"3,931.00",0.00%,18.79,0.86%,626.5,3.13%
12/06/2024,47790,40820,13270,14500,56450,,31590,153840,18470,15070,18560,26560,10880,78.15,0.77%,3.122,-2.22%,132.95,1.30%,"3,962.00",0.79%,19.1,1.65%,617,-1.52%
13/06/2024,47650,40790,13310,14550,58970,,31650,154620,18420,15430,18530,26670,10880,78.26,0.14%,3.037,-2.72%,134.7,1.32%,"3,934.00",-0.71%,19.59,2.57%,620,0.49%
14/06/2024,48340,40440,13350,14500,62430,,32040,156460,18360,15270,18640,26520,10850,78.05,-0.27%,2.963,-2.44%,133.15,-1.15%,"3,983.00",1.25%,19.43,-0.82%,612.75,-1.17%
15/06/2024,49280,40880,13310,14520,64930,,31510,164590,18330,15260,18570,26590,10860,,,,,,,,,,,,
16/06/2024,49930,41400,13310,14540,67420,,32590,171700,18710,15330,18640,26770,10820,,,,,,,,,,,,
17/06/2024,44000,40000,12500,13500,60000,,28000,150000,19000,17000,18000,25000,11000,79.72,2.14%,2.867,-3.24%,133.9,0.56%,,,18.98,-2.32%,591.5,-3.47%
18/06/2024,49190,40000,12500,13940,60000,,29700,150000,18000,15210,18970,25740,11490,80.71,1.24%,2.99,4.29%,133.9,0.00%,"3,937.00",-1.15%,18.92,-0.32%,582,-1.61%
19/06/2024,49180,41140,13300,14510,63120,,31870,154810,18310,15210,18610,26500,10920,80.59,-0.15%,2.916,-2.47%,134.1,0.15%,"3,959.00",0.56%,,,,
20/06/2024,48810,40850,13260,14540,63710,,32060,155690,18470,15430,18680,26910,10950,81.29,0.87%,2.854,-2.13%,133.9,-0.15%,"3,980.00",0.53%,18.89,-0.16%,572.75,-1.59%
21/06/2024,48390,40940,13350,14540,62570,,31040,154050,18320,15300,18170,26700,10970,79.96,-1.64%,2.836,-0.63%,132.05,-1.38%,"3,930.00",-1.26%,18.97,0.42%,561.5,-1.96%
22/06/2024,47200,40790,13330,14520,59640,55000,31530,154160,18410,15230,18410,26960,10910,,,,,,,,,,,,
23/06/2024,47640,40340,13310,14530,58750,,31520,153780,18380,15260,18550,27050,10920,,,,,,,,,,,,
24/06/2024,47430,40630,13300,14530,52290,50000,31570,153450,18380,15260,18380,26970,10880,80.86,1.13%,2.948,3.95%,132.95,0.68%,"3,937.00",0.18%,19.41,2.32%,552.5,-1.60%
25/06/2024,47330,40430,13250,14530,52600,,31100,153450,18370,15260,18380,26990,10880,80.07,-0.98%,2.863,-2.88%,134.1,0.86%,"3,897.00",-1.02%,19.1,-1.60%,541.75,-1.95%
26/06/2024,46270,40330,13310,14570,50560,,31300,153150,18310,15360,18500,27060,10770,80.19,0.15%,2.745,-4.12%,132,-1.57%,"3,926.00",0.74%,19.24,0.73%,541.25,-0.09%
27/06/2024,44960,40370,13270,14510,49220,,31140,153420,18330,15270,18650,26950,10850,80.83,0.80%,2.675,-2.55%,132.75,0.57%,"3,945.00",0.48%,20.12,4.57%,559.75,3.42%
28/06/2024,44150,40270,13310,14550,47010,,31530,153840,18310,15260,18520,26830,10810,80.64,-0.24%,2.598,-2.88%,133.45,0.53%,"3,976.00",0.79%,20.31,0.94%,553.5,-1.12%
29/06/2024,42780,40240,13350,14610,45500,,31460,154450,18330,15300,18620,26510,10770,,,,,,,,,,,,
30/06/2024,43300,40310,13320,14560,43870,,31120,154220,18210,15140,18540,27000,10860,,,,,,,,,,,,
01/07/2024,41510,40080,13350,14610,44010,40000,31260,154450,18250,15220,18580,26660,10750,82.32,2.08%,2.492,-4.08%,132.1,-1.01%,"4,024.00",1.21%,20.23,-0.39%,569.25,2.85%
02/07/2024,41770,39950,13330,14580,43380,,31090,153840,18210,15090,18450,26500,10800,81.91,-0.50%,2.454,-1.52%,132.25,0.11%,"4,140.00",2.88%,20.61,1.88%,561.5,-1.36%
03/07/2024,40760,39940,13340,14580,45700,,30920,153840,18210,15090,18350,26670,10830,83.02,1.36%,2.447,-0.29%,135,2.08%,"4,133.00",-0.17%,20.53,-0.39%,554.5,-1.25%
04/07/2024,40530,39750,13360,14580,46150,,31030,153450,18210,15120,18420,26420,10800,83.94,1.11%,2.371,-3.11%,136.5,1.11%,"4,117.00",-0.39%,,,,
